name,perimeter,area,complexity,income,income_state,lean,margin_rep,margin_pres,districts,nw,nb,nn,na,nh,no,n2,n2o,n3,hw,hb,hn,ha,hh,ho,h2,h2o,h3,nw_1,nb_1,nn_1,na_1,nh_1,no_1,n2_1,n2o_1,n3_1,hw_1,hb_1,hn_1,ha_1,hh_1,ho_1,h2_1,h2o_1,h3_1
Washington District 1,989,17118,7.5590944,85293,62848,-6,-10.8000002,-16.3999996,10,539309,8359,6822,71543,1548,1104,25306,483,24823,37248,415,1291,449,5,18503,4712,2139,2573,4978375,246909,80697,547117,43424,9404,312945,5190,307755,492191,10081,13329,4915,1446,267555,64758,30039,34719
Washington District 3,1009,24831,6.4031558,56436,62848,4,23.6000004,7.4000001,10,569877,9645,5222,22127,3783,834,26302,348,25954,38380,529,699,435,175,17326,4632,2332,2300,4978375,246909,80697,547117,43424,9404,312945,5190,307755,492191,10081,13329,4915,1446,267555,64758,30039,34719
Ohio District 1,379,1806,8.9182644,53393,50674,5,18.3999996,6.5999999,16,508202,159191,799,23043,315,2057,15733,435,15298,13487,1194,79,88,13,5196,966,510,456,9265123,1402423,17022,222866,2781,15580,260214,6520,253694,254383,19520,4437,1654,467,82508,37963,18330,19633
Ohio District 7,999,10075,9.9527473,50830,50674,12,35,29.7000008,16,659598,28721,809,4294,52,595,14465,514,13951,11287,449,58,7,0,2223,1355,709,646,9265123,1402423,17022,222866,2781,15580,260214,6520,253694,254383,19520,4437,1654,467,82508,37963,18330,19633
Ohio District 2,665,8421,7.2466922,52629,50674,9,32.2000008,16.1000004,16,623149,61332,1167,9511,160,1154,14656,327,14329,9745,511,154,92,47,1863,1309,536,773,9265123,1402423,17022,222866,2781,15580,260214,6520,253694,254383,19520,4437,1654,467,82508,37963,18330,19633
Ohio District 14,573,8794,6.1102839,62811,50674,5,25.2000008,11.3999996,16,641503,30667,738,14444,95,531,11266,211,11055,13538,705,86,4,15,2180,2325,877,1448,9265123,1402423,17022,222866,2781,15580,260214,6520,253694,254383,19520,4437,1654,467,82508,37963,18330,19633
Ohio District 6,1266,18889,9.2114763,44574,50674,16,41.4000015,42.4000015,16,668896,15616,1318,3162,98,266,10221,255,9966,4800,278,116,125,0,1554,804,390,414,9265123,1402423,17022,222866,2781,15580,260214,6520,253694,254383,19520,4437,1654,467,82508,37963,18330,19633
Ohio District 3,367,602,14.9578037,42960,50674,-19,-37.2000008,-38.9000015,16,403820,245383,1213,27498,285,2225,29911,728,29183,28239,2961,281,322,84,12641,3009,1442,1567,9265123,1402423,17022,222866,2781,15580,260214,6520,253694,254383,19520,4437,1654,467,82508,37963,18330,19633
Ohio District 10,308,2941,5.67941,48257,50674,4,31.3999996,7.1999998,16,542862,121271,1211,15298,206,1275,20166,361,19805,12988,1005,195,65,39,3128,1361,767,594,9265123,1402423,17022,222866,2781,15580,260214,6520,253694,254383,19520,4437,1654,467,82508,37963,18330,19633
Ohio District 4,1012,12205,9.1603403,49974,50674,14,36,33.4000015,16,628262,36409,1247,5764,128,641,15179,368,14811,15915,807,256,84,51,5360,2510,1306,1204,9265123,1402423,17022,222866,2781,15580,260214,6520,253694,254383,19520,4437,1654,467,82508,37963,18330,19633
Ohio District 5,764,14645,6.3131871,54480,50674,11,41.7999992,24.8999996,16,648776,20339,937,9504,174,614,10087,183,9904,20045,660,180,186,50,9311,4002,2605,1397,9265123,1402423,17022,222866,2781,15580,260214,6520,253694,254383,19520,4437,1654,467,82508,37963,18330,19633
Ohio District 16,593,3153,10.5607004,62293,50674,8,30.6000004,16.7000008,16,664650,15825,1038,15005,124,538,9744,567,9177,11186,220,185,71,12,2377,1032,339,693,9265123,1402423,17022,222866,2781,15580,260214,6520,253694,254383,19520,4437,1654,467,82508,37963,18330,19633
Ohio District 13,598,2386,12.242383,42373,50674,-7,-35.4000015,-6.5,16,578590,80697,1056,11220,80,769,17304,384,16920,15173,1819,328,4,31,2804,2061,725,1336,9265123,1402423,17022,222866,2781,15580,260214,6520,253694,254383,19520,4437,1654,467,82508,37963,18330,19633
Ohio District 15,1035,12373,9.3047104,57874,50674,7,32.4000015,15.6000004,16,663914,28252,891,17358,172,866,15870,269,15601,10185,287,208,127,8,2160,1149,659,490,9265123,1402423,17022,222866,2781,15580,260214,6520,253694,254383,19520,4437,1654,467,82508,37963,18330,19633
Ohio District 11,430,1944,9.7525978,34673,50674,-32,-60.5999985,-63.5,16,262727,372010,1358,16597,118,1390,17837,629,17208,15272,2785,495,62,56,6102,3408,1354,2054,9265123,1402423,17022,222866,2781,15580,260214,6520,253694,254383,19520,4437,1654,467,82508,37963,18330,19633
Ohio District 9,576,5516,7.7555099,41179,50674,-14,-37.4000015,-22.2000008,16,492617,110390,1456,9639,225,896,20631,147,20484,42946,4549,1215,283,10,17974,9799,5084,4715,9265123,1402423,17022,222866,2781,15580,260214,6520,253694,254383,19520,4437,1654,467,82508,37963,18330,19633
Ohio District 8,542,6387,6.7818913,53561,50674,17,41.7999992,34.2999992,16,627481,42568,829,12554,413,537,16252,406,15846,16700,611,572,0,0,4777,946,302,644,9265123,1402423,17022,222866,2781,15580,260214,6520,253694,254383,19520,4437,1654,467,82508,37963,18330,19633
Ohio District 12,725,5961,9.3902779,66774,50674,7,36.7999992,11.5,16,650076,33752,955,27975,136,1226,20892,736,20156,12877,679,29,134,51,2858,1927,725,1202,9265123,1402423,17022,222866,2781,15580,260214,6520,253694,254383,19520,4437,1654,467,82508,37963,18330,19633
Virginia District 1,832,12676,7.389792,80492,66149,8,23.2999992,12.1999998,11,524213,123904,2637,22948,472,1348,24478,801,23677,42869,3300,497,356,18,16569,4072,2400,1672,5245259,1568053,17077,499517,4828,18864,231611,7903,223708,467699,28299,4871,3361,666,172108,48088,22795,25293
Virginia District 3,336,2026,7.4648237,50822,66149,-16,-33.5999985,-31.5,11,312922,335737,2117,18705,606,2236,22701,381,22320,23246,5842,217,214,47,9713,4163,2012,2151,5245259,1568053,17077,499517,4828,18864,231611,7903,223708,467699,28299,4871,3361,666,172108,48088,22795,25293
Virginia District 10,600,3589,10.0153131,116069,66149,-1,5.8000002,-9.8999996,11,503492,52555,1675,106230,454,3338,26685,1460,25225,74496,1905,374,646,142,17389,7187,2865,4322,5245259,1568053,17077,499517,4828,18864,231611,7903,223708,467699,28299,4871,3361,666,172108,48088,22795,25293
Virginia District 5,1473,26372,9.0704994,50005,66149,6,16.6000004,11,11,532729,144837,1136,11978,236,899,14632,355,14277,15881,522,130,48,11,7151,1615,838,777,5245259,1568053,17077,499517,4828,18864,231611,7903,223708,467699,28299,4871,3361,666,172108,48088,22795,25293
Virginia District 4,766,9730,7.7655525,52464,66149,-10,-15.6999998,-21.3999996,11,369502,310276,2016,13432,459,1372,19543,634,18909,22364,2718,813,203,43,8746,2582,1140,1442,5245259,1568053,17077,499517,4828,18864,231611,7903,223708,467699,28299,4871,3361,666,172108,48088,22795,25293
Virginia District 7,728,8220,8.0296288,70994,66149,6,15.3000002,6.5,11,516928,133782,1648,37035,394,1785,19111,456,18655,31900,2518,323,181,11,13744,3163,1691,1472,5245259,1568053,17077,499517,4828,18864,231611,7903,223708,467699,28299,4871,3361,666,172108,48088,22795,25293
Virginia District 2,682,8034,7.60884,63681,66149,3,22.7999992,3.4000001,11,470144,144248,1910,38787,696,1315,26575,603,25972,35452,3695,555,615,107,9733,5175,2095,3080,5245259,1568053,17077,499517,4828,18864,231611,7903,223708,467699,28299,4871,3361,666,172108,48088,22795,25293
Virginia District 11,259,501,11.5712662,105024,66149,-15,-87.9000015,-38.9000015,11,366970,99655,832,138726,578,1883,29633,1062,28571,94622,3543,824,493,174,33990,7899,3471,4428,5245259,1568053,17077,499517,4828,18864,231611,7903,223708,467699,28299,4871,3361,666,172108,48088,22795,25293
Virginia District 9,1284,23762,8.3295879,40855,66149,19,40.2999992,41.2000008,11,643237,38633,805,9247,142,1169,8555,205,8350,10354,541,86,27,9,2957,1718,967,751,5245259,1568053,17077,499517,4828,18864,231611,7903,223708,467699,28299,4871,3361,666,172108,48088,22795,25293
Hawaii District 1,178,998,5.6344914,76200,71977,-17,-49.2000008,-32.5999985,2,114703,13685,674,347119,53157,605,118356,1342,117014,13345,1084,259,7681,3507,4895,28326,4508,23818,316285,23768,1830,523697,131327,1593,273346,2176,271170,37358,2103,885,13666,12646,11886,63283,8436,54847
Hawaii District 2,2291,27414,13.8369026,67716,71977,-19,-62.4000015,-31.7999992,2,201582,10083,1156,176578,78170,988,154990,834,154156,24013,1019,626,5985,9139,6991,34957,3928,31029,316285,23768,1830,523697,131327,1593,273346,2176,271170,37358,2103,885,13666,12646,11886,63283,8436,54847
Michigan District 1,2195,140606,5.8537288,44864,50803,9,14.8000002,21.2999992,14,641069,10977,16335,4653,379,391,16264,378,15886,8126,376,571,64,11,1480,1906,926,980,7503076,1361993,45525,275696,2103,13569,233257,6552,226705,314751,14453,7366,1073,389,97808,38541,18776,19765
Michigan District 7,698,11477,6.5154023,54225,50803,7,15.1000004,17,14,621445,29384,2536,6359,228,723,13955,483,13472,21839,844,389,20,3,4575,1860,1026,834,7503076,1361993,45525,275696,2103,13569,233257,6552,226705,314751,14453,7366,1073,389,97808,38541,18776,19765
Michigan District 2,682,15970,5.3967452,50916,50803,9,30.1000004,17.2999992,14,575926,44020,3128,16005,82,675,17432,299,17133,43337,1323,1310,140,60,15842,4742,2417,2325,7503076,1361993,45525,275696,2103,13569,233257,6552,226705,314751,14453,7366,1073,389,97808,38541,18776,19765
Michigan District 6,548,13254,4.7600012,49087,50803,4,22.2000008,8.3999996,14,578562,58052,2567,10700,156,854,20501,253,20248,26095,1180,643,72,19,9529,3875,2050,1825,7503076,1361993,45525,275696,2103,13569,233257,6552,226705,314751,14453,7366,1073,389,97808,38541,18776,19765
Michigan District 14,264,578,10.9809523,42167,50803,-30,-59.7999992,-60.9000015,14,216527,392099,1495,30539,72,1678,17421,818,16603,20731,1662,372,16,0,7266,2381,760,1621,7503076,1361993,45525,275696,2103,13569,233257,6552,226705,314751,14453,7366,1073,389,97808,38541,18776,19765
Michigan District 3,596,6988,7.1296763,53680,50803,6,22,9.5,14,579114,60229,2575,12908,67,523,18280,381,17899,32158,2116,669,50,38,12371,4483,2312,2171,7503076,1361993,45525,275696,2103,13569,233257,6552,226705,314751,14453,7366,1073,389,97808,38541,18776,19765
Michigan District 10,657,16167,5.1671453,58557,50803,13,30.7999992,32.2000008,14,643940,19857,1290,11644,194,471,12723,365,12358,16324,275,245,38,0,2819,1989,1173,816,7503076,1361993,45525,275696,2103,13569,233257,6552,226705,314751,14453,7366,1073,389,97808,38541,18776,19765
Michigan District 5,799,10920,7.6460204,42100,50803,-5,-26.1000004,-4.3000002,14,508974,117992,2432,6047,127,543,17848,382,17466,23091,1514,276,54,59,5175,2868,1158,1710,7503076,1361993,45525,275696,2103,13569,233257,6552,226705,314751,14453,7366,1073,389,97808,38541,18776,19765
Michigan District 4,851,22427,5.682559,46128,50803,10,29.5,24.7999992,14,644155,12247,4239,7091,99,345,12519,316,12203,16093,287,593,63,40,2041,2072,1123,949,7503076,1361993,45525,275696,2103,13569,233257,6552,226705,314751,14453,7366,1073,389,97808,38541,18776,19765
Michigan District 13,182,484,8.272727,32076,50803,-32,-61.4000015,-60.7000008,14,230778,378789,2407,8113,189,2385,13813,583,13230,27176,1676,676,54,0,16632,2149,1151,998,7503076,1361993,45525,275696,2103,13569,233257,6552,226705,314751,14453,7366,1073,389,97808,38541,18776,19765
Michigan District 11,302,1141,8.9405479,76851,50803,4,12.6999998,4.4000001,14,572715,36961,1414,66233,126,1574,14797,719,14078,17467,199,374,188,63,3666,1500,761,739,7503076,1361993,45525,275696,2103,13569,233257,6552,226705,314751,14453,7366,1073,389,97808,38541,18776,19765
Michigan District 9,187,489,8.4564323,52684,50803,-4,-20.5,-7.6999998,14,560966,88431,2108,28676,73,1720,17479,391,17088,12104,900,257,76,0,2117,1048,396,652,7503076,1361993,45525,275696,2103,13569,233257,6552,226705,314751,14453,7366,1073,389,97808,38541,18776,19765
Michigan District 12,253,1116,7.5733571,53815,50803,-14,-35,-26.2999992,14,531361,74546,1492,36356,137,1062,20718,627,20091,27666,832,591,60,54,7836,3269,1780,1489,7503076,1361993,45525,275696,2103,13569,233257,6552,226705,314751,14453,7366,1073,389,97808,38541,18776,19765
Michigan District 8,369,3993,5.8395143,65205,50803,4,16.7999992,6.6999998,14,597544,38409,1507,30372,174,625,19507,557,18950,22544,1269,400,178,42,6459,4399,1743,2656,7503076,1361993,45525,275696,2103,13569,233257,6552,226705,314751,14453,7366,1073,389,97808,38541,18776,19765
Virginia District 6,1093,15461,8.7902527,49798,66149,13,33.5,24.6000004,11,598194,79192,1129,13385,415,737,14922,586,14336,26041,1244,388,40,15,6010,2792,1135,1657,5245259,1568053,17077,499517,4828,18864,231611,7903,223708,467699,28299,4871,3361,666,172108,48088,22795,25293
Virginia District 8,142,416,6.9621229,100649,66149,-21,-41.0999985,-51.7999992,11,406928,105234,1172,89044,376,2782,24776,1360,23416,90474,2471,664,538,89,46106,7722,4181,3541,5245259,1568053,17077,499517,4828,18864,231611,7903,223708,467699,28299,4871,3361,666,172108,48088,22795,25293
Washington District 10,353,2377,7.2403593,59107,62848,-5,-17.3999996,-11.3000002,10,479271,42643,9026,45031,11149,1077,43949,509,43440,45985,1798,1895,584,360,19561,8303,2986,5317,4978375,246909,80697,547117,43424,9404,312945,5190,307755,492191,10081,13329,4915,1446,267555,64758,30039,34719
Washington District 5,1125,40675,5.5781312,48516,62848,8,19.2000008,13.1000004,10,584242,10521,10120,16670,2355,404,24140,381,23759,26295,489,1177,189,133,10519,3896,1629,2267,4978375,246909,80697,547117,43424,9404,312945,5190,307755,492191,10081,13329,4915,1446,267555,64758,30039,34719
Washington District 4,1627,50656,7.228898,51434,62848,13,100,22.7999992,10,387648,7129,15342,10015,593,719,15286,258,15028,150023,1119,2182,407,100,103886,10248,6326,3922,4978375,246909,80697,547117,43424,9404,312945,5190,307755,492191,10081,13329,4915,1446,267555,64758,30039,34719
Washington District 7,173,713,6.4789009,75568,62848,-33,-100,-69.9000015,10,517562,30086,3934,79118,3555,1483,38703,510,38193,29472,953,1035,812,84,16288,6447,2771,3676,4978375,246909,80697,547117,43424,9404,312945,5190,307755,492191,10081,13329,4915,1446,267555,64758,30039,34719
Washington District 2,522,5314,7.1607699,61475,62848,-10,-28,-22.1000004,10,511881,19560,7956,57642,3618,646,32169,537,31632,44231,1080,1238,587,169,19297,6444,3363,3081,4978375,246909,80697,547117,43424,9404,312945,5190,307755,492191,10081,13329,4915,1446,267555,64758,30039,34719
Washington District 9,215,580,8.9273891,68915,62848,-21,-45.7999992,-47,10,336112,76403,3874,160618,9089,1588,40481,1107,39374,42341,1661,1560,606,140,31368,8351,3353,4998,4978375,246909,80697,547117,43424,9404,312945,5190,307755,492191,10081,13329,4915,1446,267555,64758,30039,34719
Washington District 6,773,22978,5.0994506,57285,62848,-6,-23,-12.3000002,10,532567,23153,12561,27364,3658,919,36288,372,35916,30205,1073,1408,474,135,11147,5099,1920,3179,4978375,246909,80697,547117,43424,9404,312945,5190,307755,492191,10081,13329,4915,1446,267555,64758,30039,34719
Washington District 8,1133,19431,8.1279745,75953,62848,0,20.3999996,-3,10,519906,19410,5840,56989,4076,630,30321,685,29636,48011,964,844,372,145,19660,6626,3220,3406,4978375,246909,80697,547117,43424,9404,312945,5190,307755,492191,10081,13329,4915,1446,267555,64758,30039,34719
New Jersey District 8,150,180,11.1803398,55493,73702,-27,-58.5,-54.2000008,12,193960,67120,996,65598,438,9922,10425,1556,8869,239673,13572,2028,828,136,145438,16252,7770,8482,5054611,1133918,9509,813826,2158,37978,143625,13819,129806,1021099,73303,8961,5382,653,528345,82088,39192,42896
Colorado District 1,252,499,11.2810698,58507,62520,-21,-40.2000008,-45.7999992,7,452415,64416,3637,25857,330,1733,18171,472,17699,166330,2754,3150,714,138,38180,8428,4429,3999,3696127,207585,28804,154498,6530,10120,123339,3284,120055,820931,11764,21356,3025,911,213909,60396,31796,28600
Colorado District 3,2139,129190,5.9510875,49977,62520,6,14.3000002,12,7,517155,5856,9802,4745,640,979,10871,218,10653,125294,1551,6185,370,218,35892,7840,4006,3834,3696127,207585,28804,154498,6530,10120,123339,3284,120055,820931,11764,21356,3025,911,213909,60396,31796,28600
Colorado District 5,770,18880,5.6038918,58613,62520,14,31.3999996,24,7,550105,41063,2942,18373,2061,1378,28621,603,28018,72821,2516,1844,267,308,29177,10273,5219,5054,3696127,207585,28804,154498,6530,10120,123339,3284,120055,820931,11764,21356,3025,911,213909,60396,31796,28600
Colorado District 4,1833,99122,5.8220701,67813,62520,13,31.7999992,23.1000004,7,555652,9882,3605,13317,583,939,14057,391,13666,127218,882,2464,203,135,28062,7154,4207,2947,3696127,207585,28804,154498,6530,10120,123339,3284,120055,820931,11764,21356,3025,911,213909,60396,31796,28600
Colorado District 7,281,911,9.3099451,62806,62520,-6,-15.3999996,-12.1000004,7,495751,10858,3909,23985,628,1115,14300,360,13940,178015,1063,4590,496,54,23298,9750,4133,5617,3696127,207585,28804,154498,6530,10120,123339,3284,120055,820931,11764,21356,3025,911,213909,60396,31796,28600
Colorado District 2,1046,19753,7.4424367,72006,62520,-9,-19.7000008,-21.2999992,7,640659,6275,2348,23910,747,1738,15758,293,15465,57050,558,1034,299,46,15279,6279,2974,3305,3696127,207585,28804,154498,6530,10120,123339,3284,120055,820931,11764,21356,3025,911,213909,60396,31796,28600
Colorado District 6,364,1250,10.295475,72470,62520,-2,8.3000002,-8.8999996,7,484390,69235,2561,44311,1541,2238,21561,947,20614,94203,2440,2089,676,12,44021,10672,6828,3844,3696127,207585,28804,154498,6530,10120,123339,3284,120055,820931,11764,21356,3025,911,213909,60396,31796,28600
Maryland District 1,1058,14337,8.8360167,69650,76067,14,38.4000015,25.1000004,8,584574,85467,1137,15096,150,854,14428,701,13727,18374,1146,76,144,137,4653,2158,1172,986,3128390,1738618,11695,359997,2416,14939,153701,5532,148169,279850,27308,4251,2262,376,203647,32452,15519,16933
Maryland District 3,631,1041,19.5570793,81032,76067,-13,-29.2999992,-30.8999996,8,446456,158663,1109,51907,494,2476,21146,601,20545,34704,4062,521,413,40,20092,4940,2299,2641,3128390,1738618,11695,359997,2416,14939,153701,5532,148169,279850,27308,4251,2262,376,203647,32452,15519,16933
Maryland District 4,331,820,11.559021,76776,76067,-28,-52.7000008,-57.0999985,8,197315,387481,1209,22363,133,1724,15755,683,15072,37353,5065,1002,231,0,68960,3314,1884,1430,3128390,1738618,11695,359997,2416,14939,153701,5532,148169,279850,27308,4251,2262,376,203647,32452,15519,16933
Maryland District 5,488,5907,6.3494534,92295,76067,-16,-38,-33.7999992,8,352428,281855,2271,30480,311,1542,24916,619,24297,31721,4325,562,214,33,19606,3601,1739,1862,3128390,1738618,11695,359997,2416,14939,153701,5532,148169,279850,27308,4251,2262,376,203647,32452,15519,16933
Maryland District 7,426,1279,11.9117155,58128,76067,-26,-53.0999985,-52.5,8,242413,388205,1777,49962,459,2117,15047,421,14626,17164,3159,105,114,9,5098,1791,496,1295,3128390,1738618,11695,359997,2416,14939,153701,5532,148169,279850,27308,4251,2262,376,203647,32452,15519,16933
Maryland District 2,515,1343,14.0530062,63876,76067,-11,-29,-20.8999996,8,388299,249968,1827,40580,194,2101,20729,622,20107,29085,3834,437,157,63,10133,4250,2009,2241,3128390,1738618,11695,359997,2416,14939,153701,5532,148169,279850,27308,4251,2262,376,203647,32452,15519,16933
Maryland District 6,930,5154,12.9542046,74892,76067,-6,-15.8999996,-15.3999996,8,454840,98596,1176,80099,375,1478,21768,855,20913,63597,3135,833,400,11,22199,6646,2692,3954,3128390,1738618,11695,359997,2416,14939,153701,5532,148169,279850,27308,4251,2262,376,203647,32452,15519,16933
Maryland District 8,588,2250,12.3961287,97663,76067,-14,-26.3999996,-33.2999992,8,462065,88383,1189,69510,300,2647,19912,1030,18882,47852,2582,715,589,83,52906,5752,3228,2524,3128390,1738618,11695,359997,2416,14939,153701,5532,148169,279850,27308,4251,2262,376,203647,32452,15519,16933
Kansas District 1,2012,136678,5.4422522,48205,53571,24,65.9000015,44.7999992,4,554733,20733,2962,11520,660,375,15405,272,15133,77739,1100,841,99,89,25171,4955,2664,2291,2227043,163121,19968,77012,1668,1953,79788,1282,78506,241880,4585,3903,593,206,60330,16242,8292,7950
Kansas District 3,234,1995,5.2389517,68548,53571,4,10.6999998,-1.2,4,542135,63042,2183,31826,449,681,18925,485,18440,65582,1176,535,169,63,15217,4175,2102,2073,2227043,163121,19968,77012,1668,1953,79788,1282,78506,241880,4585,3903,593,206,60330,16242,8292,7950
Kansas District 4,1077,37265,5.579113,51260,53571,15,31.1000004,27,4,536542,48559,5944,23250,187,441,20684,220,20464,67259,1380,1555,263,0,11980,3218,1878,1340,2227043,163121,19968,77012,1668,1953,79788,1282,78506,241880,4585,3903,593,206,60330,16242,8292,7950
Kansas District 2,1155,37161,5.9915376,50431,53571,10,28.2999992,18.2999992,4,593633,30787,8879,10416,372,456,24774,305,24469,31300,929,972,62,54,7962,3894,1648,2246,2227043,163121,19968,77012,1668,1953,79788,1282,78506,241880,4585,3903,593,206,60330,16242,8292,7950
Massachusetts District 1,502,6217,6.366684,53667,70954,-12,-73.3000031,-20.2999992,9,537498,41334,1029,13693,163,1390,12145,573,11572,77839,4367,1003,236,59,34532,5536,2621,2915,4970011,443182,8330,409643,1481,43548,134209,13533,120676,373654,46051,5601,2093,521,235014,68805,18634,50171
Massachusetts District 3,337,2038,7.4649658,72039,70954,-9,-37.5,-22.5,9,519596,21014,924,57540,129,2931,13508,1179,12329,63461,7035,902,477,83,58823,8377,2782,5595,4970011,443182,8330,409643,1481,43548,134209,13533,120676,373654,46051,5601,2093,521,235014,68805,18634,50171
Massachusetts District 5,237,745,8.6830082,86416,70954,-18,-98.5999985,-42.9000015,9,551527,34451,735,80707,110,4267,17737,1771,15966,40726,2843,445,275,62,14695,4880,1270,3610,4970011,443182,8330,409643,1481,43548,134209,13533,120676,373654,46051,5601,2093,521,235014,68805,18634,50171
Massachusetts District 4,372,1817,8.7270098,91203,70954,-9,-40.2999992,-23.7000008,9,632659,20173,310,44061,276,2898,14899,1370,13529,20037,1423,187,100,48,8369,2052,859,1193,4970011,443182,8330,409643,1481,43548,134209,13533,120676,373654,46051,5601,2093,521,235014,68805,18634,50171
Massachusetts District 7,208,260,12.8996124,55508,70954,-34,-98.5999985,-71.1999969,9,318787,181335,1421,75670,130,8317,20260,2694,17566,68532,18422,1495,509,25,43226,29920,3518,26402,4970011,443182,8330,409643,1481,43548,134209,13533,120676,373654,46051,5601,2093,521,235014,68805,18634,50171
Massachusetts District 2,454,4438,6.8149428,64341,70954,-9,-98.1999969,-19.1000004,9,582400,34141,1003,39352,211,2035,13334,854,12480,41831,3696,350,232,25,15011,6969,2729,4240,4970011,443182,8330,409643,1481,43548,134209,13533,120676,373654,46051,5601,2093,521,235014,68805,18634,50171
Massachusetts District 9,599,8298,6.5756717,64092,70954,-4,-22.1000004,-10.5,9,639907,18707,1386,10517,216,10915,15919,2537,13382,15377,1620,566,5,80,16545,2855,1505,1350,4970011,443182,8330,409643,1481,43548,134209,13533,120676,373654,46051,5601,2093,521,235014,68805,18634,50171
Massachusetts District 6,270,2229,5.7188501,81711,70954,-6,-98.4000015,-17.5,9,623403,22541,520,30651,197,2422,11474,840,10634,23417,2650,450,100,73,31929,5611,2109,3502,4970011,443182,8330,409643,1481,43548,134209,13533,120676,373654,46051,5601,2093,521,235014,68805,18634,50171
Massachusetts District 8,348,1293,9.6778746,78995,70954,-10,-44.9000015,-25.7000008,9,564234,69486,1002,57452,49,8373,14933,1715,13218,22434,3995,203,159,66,11884,2605,1241,1364,4970011,443182,8330,409643,1481,43548,134209,13533,120676,373654,46051,5601,2093,521,235014,68805,18634,50171
West Virginia District 1,1216,16430,9.4866915,43285,42644,19,38,41.5999985,3,577787,15463,951,5717,172,600,8335,236,8099,6108,176,74,9,120,924,639,332,307,1706156,62385,3053,13757,505,2064,31925,599,31326,19255,920,228,233,143,3667,1801,909,892
West Virginia District 3,1336,25433,8.3773689,37243,42644,23,43.9000015,49.2000008,3,562018,22461,1060,3145,120,750,8307,190,8117,4146,124,35,50,20,1141,498,245,253,1706156,62385,3053,13757,505,2064,31925,599,31326,19255,920,228,233,143,3667,1801,909,892
West Virginia District 2,1660,20893,11.4843836,47628,42644,17,16.3999996,36.4000015,3,566351,24461,1042,4895,213,714,15283,173,15110,9001,620,119,174,3,1602,664,332,332,1706156,62385,3053,13757,505,2064,31925,599,31326,19255,920,228,233,143,3667,1801,909,892
Wisconsin District 1,550,6999,6.5742269,60528,54610,5,34.7000008,10.3000002,8,580289,37810,2457,13162,198,327,12989,440,12549,47983,1052,715,61,62,13500,4850,2721,2129,4727553,355387,47157,147191,1149,3464,101692,2790,98902,233640,6343,4302,886,229,101574,24231,12335,11896
Wisconsin District 3,1492,29606,8.671195,50985,54610,0,-98.9000015,4.5,8,663981,7459,3902,15108,209,249,10489,295,10194,10562,186,325,154,13,4794,1145,624,521,4727553,355387,47157,147191,1149,3464,101692,2790,98902,233640,6343,4302,886,229,101574,24231,12335,11896
Wisconsin District 4,309,2787,5.8531547,40400,54610,-25,-76.6999969,-51.5,8,307989,240711,3292,26442,90,802,18372,355,18017,66358,2517,670,128,76,40911,6908,3293,3615,4727553,355387,47157,147191,1149,3464,101692,2790,98902,233640,6343,4302,886,229,101574,24231,12335,11896
Wisconsin District 5,520,5063,7.3080144,65816,54610,13,37.4000015,19.7999992,8,633407,13776,1820,18543,133,555,10599,665,9934,28719,604,468,107,21,7912,2678,1348,1330,4727553,355387,47157,147191,1149,3464,101692,2790,98902,233640,6343,4302,886,229,101574,24231,12335,11896
Wisconsin District 7,1799,67373,6.9308777,50744,54610,8,23.3999996,20.2999992,8,653209,4991,13676,11276,135,202,10248,127,10121,10986,204,528,41,9,2457,1073,343,730,4727553,355387,47157,147191,1149,3464,101692,2790,98902,233640,6343,4302,886,229,101574,24231,12335,11896
Wisconsin District 2,590,11940,5.3994541,60946,54610,-18,-37.5,-36.2999992,8,614123,31117,2305,30052,193,358,17055,426,16629,28142,836,335,179,3,13092,3586,1778,1808,4727553,355387,47157,147191,1149,3464,101692,2790,98902,233640,6343,4302,886,229,101574,24231,12335,11896
Wisconsin District 6,984,20057,6.9480367,55310,54610,8,19.8999996,16.6000004,8,640832,10836,3173,16832,131,321,9683,177,9506,22077,330,328,23,16,6557,1362,667,695,4727553,355387,47157,147191,1149,3464,101692,2790,98902,233640,6343,4302,886,229,101574,24231,12335,11896
Wisconsin District 8,1005,25810,6.2556443,55380,54610,7,25.2999992,17.3999996,8,633723,8687,16532,15776,60,650,12257,305,11952,18813,614,933,193,29,12351,2629,1561,1068,4727553,355387,47157,147191,1149,3464,101692,2790,98902,233640,6343,4302,886,229,101574,24231,12335,11896
North Carolina District 1,998,15733,7.9565496,40587,48256,-17,-39.5999985,-34.7999992,13,314588,331254,5143,14023,357,1474,15976,558,15418,35896,2529,1337,127,85,19498,3359,2506,853,6361438,2104597,108347,252502,5616,20890,202675,6059,196616,521477,32534,9132,2048,972,277905,40695,21718,18977
North Carolina District 7,818,16525,6.3633027,44413,48256,9,21.7999992,17.2999992,13,521259,148545,5417,6338,720,798,14545,414,14131,40565,1570,751,79,57,25466,2299,1410,889,6361438,2104597,108347,252502,5616,20890,202675,6059,196616,521477,32534,9132,2048,972,277905,40695,21718,18977
North Carolina District 2,763,7084,9.0653639,61538,48256,6,13.3999996,6.3000002,13,528575,153018,3106,13661,100,2068,17205,462,16743,41747,2484,1258,310,52,23019,4905,2855,2050,6361438,2104597,108347,252502,5616,20890,202675,6059,196616,521477,32534,9132,2048,972,277905,40695,21718,18977
